aliasNames,shortName
"sil open font license, 1.1",spdx/OFL-1.1
similar to apache license but with the acknowledgment clause removed,spdx/Apache-1.1
simpl-2.0,spdx/SimPL-2.0
simple logging facade for java (slf4j),Approved/MIT for Qos ch
simple machines license,ONI/Simple Public License 2.0
simple public license 2.0,spdx/SimPL-2.0
simplified bsd,spdx/BSD-2-Clause
simplified bsd license,spdx/BSD-2-Clause
sip license,Approved/GPL-3.0 + Python License NOTICE
sissl,spdx/SISSL
sissl-1.2,spdx/SISSL-1.2
sleepycat,spdx/Sleepycat
sleepycat license,spdx/Sleepycat
slf4j license,Approved/MIT for Qos ch
smartsprites-bsd-license,spdx/BSD-4-Clause
smlnj,spdx/SMLNJ
smppl,spdx/SMPPL
snia,spdx/SNIA
snia public license 1.1,spdx/SNIA
sonatype,Approved/Sonatype END USER LICENSE AGREEMENT
spdx/0bsd,spdx/0BSD
spdx/389-exception,spdx/389-exception
spdx/aal,spdx/AAL
spdx/abstyles,spdx/Abstyles
spdx/adobe-2006,spdx/Adobe-2006
spdx/adobe-glyph,spdx/Adobe-Glyph
spdx/adsl,spdx/ADSL
spdx/afl-1.1,spdx/AFL-1.1
spdx/afl-1.2,spdx/AFL-1.2
spdx/afl-2.0,spdx/AFL-2.0
spdx/afl-2.1,spdx/AFL-2.0
spdx/afl-3.0,spdx/AFL-3.0
spdx/afmparse,spdx/Afmparse
spdx/agpl-1.0,spdx/AGPL-1.0-only
spdx/agpl-1.0+,spdx/AGPL-1.0-only
spdx/agpl-1.0-only,spdx/AGPL-1.0-only
spdx/agpl-1.0-or-later,spdx/AGPL-1.0-only
spdx/agpl-3.0,spdx/AGPL-3.0-only
spdx/agpl-3.0-only,spdx/AGPL-3.0-only
spdx/agpl-3.0-or-later,spdx/AGPL-3.0-only
spdx/aladdin,spdx/Aladdin
spdx/amdplpa,spdx/AMDPLPA
spdx/aml,spdx/AML
spdx/ampas,spdx/AMPAS
spdx/antlr-pd,spdx/ANTLR-PD
spdx/apache-1.0,spdx/Apache-1.0
spdx/apache-1.1,spdx/Apache-1.1
spdx/apache-2.0,spdx/Apache-2.0
spdx/apafml,spdx/APAFML
spdx/apl-1.0,spdx/APL-1.0
spdx/apsl-1.0,spdx/APSL-1.0
spdx/apsl-1.1,spdx/APSL-1.1
spdx/apsl-1.2,spdx/APSL-1.2
spdx/apsl-2.0,spdx/APSL-2.0
spdx/artistic-1.0,spdx/Artistic-1.0
spdx/artistic-1.0-cl8,spdx/Artistic-1.0
spdx/artistic-1.0-perl,spdx/Artistic-1.0-Perl
spdx/artistic-2.0,spdx/Artistic-2.0
spdx/autoconf-exception-2.0,spdx/Autoconf-exception-2.0
spdx/autoconf-exception-3.0,spdx/Autoconf-exception-3.0
spdx/bahyph,spdx/Bahyph
spdx/barr,spdx/Barr
spdx/beerware,spdx/Beerware
spdx/bison-exception-2.2,spdx/Bison-exception-2.2
spdx/bittorrent-1.0,spdx/BitTorrent-1.0
spdx/bittorrent-1.1,spdx/BitTorrent-1.1
spdx/bootloader-exception,spdx/Bootloader-exception
spdx/borceux,spdx/Borceux
spdx/bsd-1-clause,spdx/BSD-1-Clause
spdx/bsd-2-clause,spdx/BSD-2-Clause
spdx/bsd-2-clause-freebsd,spdx/BSD-2-Clause-FreeBSD
spdx/bsd-2-clause-netbsd,spdx/BSD-2-Clause-NetBSD
spdx/bsd-2-clause-patent,spdx/BSD-2-Clause-Patent
spdx/bsd-3-clause,spdx/BSD-3-Clause
spdx/bsd-3-clause-attribution,spdx/BSD-3-Clause-Attribution
spdx/bsd-3-clause-clear,spdx/BSD-3-Clause-Clear
spdx/bsd-3-clause-lbnl,spdx/BSD-3-Clause-LBNL
spdx/bsd-3-clause-no-nuclear-license,spdx/BSD-3-Clause-No-Nuclear-License
spdx/bsd-3-clause-no-nuclear-license-2014,spdx/BSD-3-Clause-No-Nuclear-License-2014
spdx/bsd-3-clause-no-nuclear-warranty,spdx/BSD-3-Clause-No-Nuclear-License
spdx/bsd-4-clause,spdx/BSD-4-Clause
spdx/bsd-4-clause-uc,spdx/BSD-4-Clause-UC
spdx/bsd-protection,spdx/BSD-Protection
spdx/bsd-source-code,spdx/BSD-Source-Code
spdx/bsl-1.0,spdx/BSL-1.0
spdx/bzip2-1.0.5,spdx/bzip2-1.0.5
spdx/bzip2-1.0.6,spdx/bzip2-1.0.6
spdx/caldera,spdx/Caldera
spdx/catosl-1.1,spdx/CATOSL-1.1
spdx/cc-by-1.0,spdx/CC-BY-1.0
spdx/cc-by-2.0,spdx/CC-BY-2.0
spdx/cc-by-2.5,spdx/CC-BY-2.5
spdx/cc-by-3.0,spdx/CC-BY-3.0
spdx/cc-by-4.0,spdx/CC-BY-4.0
spdx/cc-by-nc-1.0,spdx/CC-BY-NC-1.0
spdx/cc-by-nc-2.0,spdx/CC-BY-NC-2.0
spdx/cc-by-nc-2.5,spdx/CC-BY-NC-2.5
spdx/cc-by-nc-3.0,spdx/CC-BY-NC-3.0
spdx/cc-by-nc-4.0,spdx/CC-BY-NC-4.0
spdx/cc-by-nc-nd-1.0,spdx/CC-BY-NC-ND-1.0
spdx/cc-by-nc-nd-2.0,spdx/CC-BY-NC-ND-2.0
spdx/cc-by-nc-nd-2.5,spdx/CC-BY-NC-ND-2.5
spdx/cc-by-nc-nd-3.0,spdx/CC-BY-NC-ND-3.0
spdx/cc-by-nc-nd-4.0,spdx/CC-BY-NC-ND-4.0
spdx/cc-by-nc-sa-1.0,spdx/CC-BY-NC-SA-1.0
spdx/cc-by-nc-sa-2.0,spdx/CC-BY-NC-SA-2.0
spdx/cc-by-nc-sa-2.5,spdx/CC-BY-NC-SA-2.5
spdx/cc-by-nc-sa-3.0,spdx/CC-BY-NC-SA-3.0
spdx/cc-by-nc-sa-4.0,spdx/CC-BY-NC-SA-4.0
spdx/cc-by-nd-1.0,spdx/CC-BY-ND-1.0
spdx/cc-by-nd-2.0,spdx/CC-BY-ND-2.0
spdx/cc-by-nd-2.5,spdx/CC-BY-ND-2.5
spdx/cc-by-nd-3.0,spdx/CC-BY-ND-3.0
spdx/cc-by-nd-4.0,spdx/CC-BY-ND-4.0
spdx/cc-by-sa-1.0,spdx/CC-BY-SA-1.0
spdx/cc-by-sa-2.0,spdx/CC-BY-SA-2.0
spdx/cc-by-sa-2.5,spdx/CC-BY-SA-2.5
spdx/cc-by-sa-3.0,spdx/CC-BY-SA-3.0
spdx/cc-by-sa-4.0,spdx/CC-BY-SA-4.0
spdx/cc0-1.0,spdx/CC0-1.0
spdx/cddl-1.0,spdx/CDDL-1.0
spdx/cddl-1.1,spdx/CDDL-1.1
spdx/cdla-permissive-1.0,spdx/CDLA-Permissive-1.0
spdx/cdla-sharing-1.0,spdx/CDLA-Sharing-1.0
spdx/cecill-1.0,spdx/CECILL-1.0
spdx/cecill-1.1,spdx/CECILL-1.1
spdx/cecill-2.0,spdx/CECILL-2.0
spdx/cecill-2.1,spdx/CECILL-2.1
spdx/cecill-b,spdx/CECILL-B
spdx/cecill-c,spdx/CECILL-C
spdx/clartistic,spdx/ClArtistic
spdx/classpath-exception-2.0,spdx/Classpath-exception-2.0
spdx/clisp-exception-2.0,spdx/CLISP-exception-2.0
spdx/cnri-jython,spdx/CNRI-Jython
spdx/cnri-python,spdx/CNRI-Python
spdx/cnri-python-gpl-compatible,spdx/CNRI-Python-GPL-Compatible
spdx/condor-1.1,spdx/Condor-1.1
spdx/copyleft-next-0.3.0,spdx/copyleft-next-0.3.0
spdx/copyleft-next-0.3.1,spdx/copyleft-next-0.3.1
spdx/cpal-1.0,spdx/CPAL-1.0
spdx/cpl-1.0,spdx/CPL-1.0
spdx/cpol-1.02,spdx/CPOL-1.02
spdx/crossword,spdx/Crossword
spdx/crystalstacker,spdx/CrystalStacker
spdx/cua-opl-1.0,spdx/CUA-OPL-1.0
spdx/cube,spdx/Cube
spdx/curl,spdx/curl
spdx/d-fsl-1.0,spdx/D-FSL-1.0
spdx/deprecated_agpl-1.0,spdx/AGPL-1.0-only
spdx/deprecated_agpl-3.0,spdx/AGPL-3.0-only
spdx/deprecated_gfdl-1.1,spdx/GFDL-1.1-only
spdx/deprecated_gfdl-1.2,spdx/GFDL-1.2-only
spdx/deprecated_gfdl-1.3,spdx/GFDL-1.3-only
spdx/deprecated_gpl-1.0,spdx/GPL-1.0-only
spdx/deprecated_gpl-1.0+,spdx/GPL-1.0-only
spdx/deprecated_gpl-2.0,spdx/GPL-2.0-only
spdx/deprecated_gpl-2.0-with-bison-exception,spdx/Bison-exception-2.2
spdx/deprecated_gpl-3.0,spdx/GPL-3.0-only
spdx/deprecated_gpl-3.0+,spdx/GPL-3.0-only
spdx/deprecated_lgpl-2.0,spdx/LGPL-2.0-only
spdx/deprecated_lgpl-2.0+,spdx/LGPL-2.0-only
spdx/deprecated_lgpl-2.1,spdx/LGPL-2.1-only
spdx/deprecated_lgpl-2.1+,spdx/LGPL-2.1-only
spdx/deprecated_lgpl-3.0,spdx/LGPL-3.0-only
spdx/deprecated_lgpl-3.0+,spdx/LGPL-3.0-only
spdx/deprecated_standardml-nj,spdx/SMLNJ
spdx/deprecated_wxwindows,spdx/WxWindows-exception-3.1
spdx/diffmark,spdx/diffmark
spdx/digirule-foss-exception,spdx/DigiRule-FOSS-exception
spdx/doc,spdx/DOC
spdx/dotseqn,spdx/Dotseqn
spdx/dsdp,spdx/DSDP
spdx/dvipdfm,spdx/dvipdfm
spdx/ecl-1.0,spdx/ECL-1.0
spdx/ecl-2.0,spdx/ECL-2.0
spdx/ecos-2.0,spdx/eCos-2.0
spdx/ecos-exception-2.0,spdx/eCos-exception-2.0
spdx/efl-1.0,spdx/EFL-1.0
spdx/efl-2.0,spdx/EFL-2.0
spdx/egenix,spdx/eGenix
spdx/entessa,spdx/Entessa
spdx/epl-1.0,spdx/EPL-1.0
spdx/epl-2.0,spdx/EPL-2.0
spdx/erlpl-1.1,spdx/ErlPL-1.1
spdx/eudatagrid,spdx/EUDatagrid
spdx/eupl-1.0,spdx/EUPL-1.0
spdx/eupl-1.1,spdx/EUPL-1.1
spdx/eupl-1.2,spdx/EUPL-1.2
spdx/eurosym,spdx/Eurosym
spdx/fair,spdx/Fair
spdx/fawkes-runtime-exception,spdx/Fawkes-Runtime-exception
spdx/fltk-exception,spdx/FLTK-exception
spdx/font-exception-2.0,spdx/Font-exception-2.0
spdx/frameworx-1.0,spdx/Frameworx-1.0
spdx/freeimage,spdx/FreeImage
spdx/freertos-exception-2.0,spdx/freertos-exception-2.0
spdx/fsfap,spdx/FSFAP
spdx/fsful,spdx/FSFUL
spdx/fsfullr,spdx/FSFULLR
spdx/ftl,spdx/FTL
spdx/gcc-exception-2.0,spdx/GCC-exception-2.0
spdx/gcc-exception-3.1,spdx/GCC-exception-3.1
spdx/gfdl-1.1,spdx/GFDL-1.1
spdx/gfdl-1.1+,spdx/GFDL-1.1-only
spdx/gfdl-1.1-only,spdx/GFDL-1.1-only
spdx/gfdl-1.1-or-later,spdx/GFDL-1.1-only
spdx/gfdl-1.2,spdx/GFDL-1.2-only
spdx/gfdl-1.2-only,spdx/GFDL-1.2-only
spdx/gfdl-1.2-or-later,spdx/GFDL-1.2-only
spdx/gfdl-1.3,spdx/GFDL-1.3-only
spdx/gfdl-1.3-only,spdx/GFDL-1.3-only
spdx/gfdl-1.3-or-later,spdx/GFDL-1.3-only
spdx/giftware,spdx/Giftware
spdx/gl2ps,spdx/GL2PS
spdx/glide,spdx/Glide
spdx/glulxe,spdx/Glulxe
spdx/gnu-javamail-exception,spdx/gnu-javamail-exception
spdx/gnuplot,spdx/gnuplot
spdx/gpl-1.0,spdx/GPL-1.0
spdx/gpl-1.0+,spdx/GPL-1.0
spdx/gpl-1.0-only,spdx/GPL-1.0-only
spdx/gpl-1.0-or-later,spdx/GPL-1.0-only
spdx/gpl-2.0,spdx/GPL-2.0-only
spdx/gpl-2.0+,spdx/GPL-2.0-only
spdx/gpl-2.0-only,spdx/GPL-2.0-only
spdx/gpl-2.0-or-later,spdx/GPL-2.0-only
spdx/gpl-2.0-with-autoconf-exception,spdx/GPL-2.0-with-autoconf-exception
spdx/gpl-2.0-with-bison-exception,spdx/GPL-2.0-with-bison-exception
spdx/gpl-2.0-with-classpath-exception,spdx/GPL-2.0-with-classpath-exception
spdx/gpl-2.0-with-font-exception,spdx/GPL-2.0-with-font-exception
spdx/gpl-2.0-with-gcc-exception,spdx/GPL-2.0-with-GCC-exception
spdx/gpl-3.0,spdx/GPL-3.0-only
spdx/gpl-3.0+,spdx/GPL-3.0
spdx/gpl-3.0-only,spdx/GPL-3.0-only
spdx/gpl-3.0-or-later,spdx/GPL-3.0-only
spdx/gpl-3.0-with-autoconf-exception,spdx/GPL-3.0-with-autoconf-exception
spdx/gpl-3.0-with-gcc-exception,spdx/GPL-3.0-with-GCC-exception
spdx/gsoap-1.3b,spdx/gSOAP-1.3b
spdx/haskellreport,spdx/HaskellReport
spdx/hpnd,spdx/HPND
spdx/i2p-gpl-java-exception,spdx/i2p-gpl-java-exception
spdx/ibm-pibs,spdx/IBM-pibs
spdx/icu,spdx/ICU
spdx/ijg,spdx/IJG
spdx/imagemagick,spdx/ImageMagick
spdx/imatix,spdx/iMatix
spdx/imlib2,spdx/Imlib2
spdx/info-zip,spdx/Info-ZIP
spdx/intel,spdx/Intel
spdx/intel-acpi,spdx/Intel-ACPI
spdx/interbase-1.0,spdx/Interbase-1.0
spdx/ipa,spdx/IPA
spdx/ipl-1.0,spdx/IPL-1.0
spdx/isc,spdx/ISC
spdx/jasper-2.0,spdx/JasPer-2.0
spdx/json,spdx/JSON
spdx/lal-1.2,spdx/LAL-1.2
spdx/lal-1.3,spdx/LAL-1.3
spdx/latex2e,spdx/Latex2e
spdx/leptonica,spdx/Leptonica
spdx/lgpl-2.0,spdx/LGPL-2.0-only
spdx/lgpl-2.0+,spdx/LGPL-2.0-only
spdx/lgpl-2.0-only,spdx/LGPL-2.0-only
spdx/lgpl-2.0-or-later,spdx/LGPL-2.0-only
spdx/lgpl-2.1,spdx/LGPL-2.1-only
spdx/lgpl-2.1+,spdx/LGPL-2.1-only
spdx/lgpl-2.1-only,spdx/LGPL-2.1-only
spdx/lgpl-2.1-or-later,spdx/LGPL-2.1-only
spdx/lgpl-3.0,spdx/LGPL-3.0-only
spdx/lgpl-3.0+,spdx/LGPL-3.0-only
spdx/lgpl-3.0-only,spdx/LGPL-3.0-only
spdx/lgpl-3.0-or-later,spdx/LGPL-3.0-only
spdx/lgpllr,spdx/LGPLLR
spdx/libpng,spdx/Libpng
spdx/libtiff,spdx/libtiff
spdx/libtool-exception,spdx/Libtool-exception
spdx/liliq-p-1.1,spdx/LiLiQ-P-1.1
spdx/liliq-r-1.1,spdx/LiLiQ-R-1.1
spdx/liliq-rplus-1.1,spdx/LiLiQ-Rplus-1.1
spdx/linux-openib,spdx/Linux-OpenIB
spdx/linux-syscall-note,spdx/Linux-syscall-note
spdx/llvm-exception,spdx/LLVM-exception
spdx/lpl-1.0,spdx/LPL-1.0
spdx/lpl-1.02,spdx/LPL-1.02
spdx/lppl-1.0,spdx/LPPL-1.0
spdx/lppl-1.1,spdx/LPPL-1.1
spdx/lppl-1.2,spdx/LPPL-1.2
spdx/lppl-1.3a,spdx/LPPL-1.3a
spdx/lppl-1.3c,spdx/LPPL-1.3c
spdx/lzma-exception,spdx/LZMA-exception
spdx/makeindex,spdx/MakeIndex
spdx/mif-exception,spdx/mif-exception
spdx/miros,spdx/MirOS
spdx/mit,spdx/MIT
spdx/mit-0,spdx/MIT-0
spdx/mit-advertising,spdx/MIT-advertising
spdx/mit-cmu,spdx/MIT-CMU
spdx/mit-enna,spdx/MIT-enna
spdx/mit-feh,spdx/MIT-feh
spdx/mitnfa,spdx/MITNFA
spdx/motosoto,spdx/Motosoto
spdx/mpich2,spdx/mpich2
spdx/mpl-1.0,spdx/MPL-1.0
spdx/mpl-1.1,spdx/MPL-1.1
spdx/mpl-2.0,spdx/MPL-2.0
spdx/mpl-2.0-no-copyleft-exception,spdx/MPL-2.0
spdx/ms-pl,spdx/MS-PL
spdx/ms-rl,spdx/MS-RL
spdx/mtll,spdx/MTLL
spdx/multics,spdx/Multics
spdx/mup,spdx/Mup
spdx/nasa-1.3,spdx/NASA-1.3
spdx/naumen,spdx/Naumen
spdx/nbpl-1.0,spdx/NBPL-1.0
spdx/ncsa,spdx/NCSA
spdx/net-snmp,spdx/Net-SNMP
spdx/netcdf,spdx/NetCDF
spdx/newsletr,spdx/Newsletr
spdx/ngpl,spdx/NGPL
spdx/nlod-1.0,spdx/NLOD-1.0
spdx/nlpl,spdx/NLPL
spdx/nokia,spdx/Nokia
spdx/nokia-qt-exception-1.1,spdx/Nokia-Qt-exception-1.1
spdx/nosl,spdx/NOSL
spdx/noweb,spdx/Noweb
spdx/npl-1.0,spdx/NPL-1.0
spdx/npl-1.1,spdx/NPL-1.0
spdx/nposl-3.0,spdx/NPOSL-3.0
spdx/nrl,spdx/NRL
spdx/ntp,spdx/NTP
spdx/nunit,spdx/Nunit
spdx/ocaml-lgpl-linking-exception,spdx/OCaml-LGPL-linking-exception
spdx/occt-exception-1.0,spdx/OCCT-exception-1.0
spdx/occt-pl,spdx/OCCT-PL
spdx/oclc-2.0,spdx/OCLC-2.0
spdx/odbl-1.0,spdx/ODbL-1.0
spdx/odc-by-1.0,spdx/ODC-By-1.0
spdx/ofl-1.0,spdx/OFL-1.0
spdx/ofl-1.1,spdx/OFL-1.1
spdx/ogl-uk-1.0,spdx/OGL-UK-1.0
spdx/ogl-uk-2.0,spdx/OGL-UK-2.0
spdx/ogl-uk-3.0,spdx/OGL-UK-3.0
spdx/ogtsl,spdx/OGTSL
spdx/oldap-1.1,spdx/OLDAP-1.1
spdx/oldap-1.2,spdx/OLDAP-1.1
spdx/oldap-1.3,spdx/OLDAP-1.3
spdx/oldap-1.4,spdx/OLDAP-1.4
spdx/oldap-2.0,spdx/OLDAP-2.0
spdx/oldap-2.0.1,spdx/OLDAP-2.0
spdx/oldap-2.1,spdx/OLDAP-2.1
spdx/oldap-2.2,spdx/OLDAP-2.2
spdx/oldap-2.2.1,spdx/OLDAP-2.2
spdx/oldap-2.2.2,spdx/OLDAP-2.2.2
spdx/oldap-2.3,spdx/OLDAP-2.2.2
spdx/oldap-2.4,spdx/OLDAP-2.4
spdx/oldap-2.5,spdx/OLDAP-2.5
spdx/oldap-2.6,spdx/OLDAP-2.6
spdx/oldap-2.7,spdx/OLDAP-2.7
spdx/oldap-2.8,spdx/OLDAP-2.7
spdx/oml,spdx/OML
spdx/openjdk-assembly-exception-1.0,spdx/OpenJDK-assembly-exception-1.0
spdx/openssl,spdx/OpenSSL
spdx/openvpn-openssl-exception,spdx/openvpn-openssl-exception
spdx/opl-1.0,spdx/OPL-1.0
spdx/oset-pl-2.1,spdx/OSET-PL-2.1
spdx/osl-1.0,spdx/OSL-1.0
spdx/osl-1.1,spdx/OSL-1.1
spdx/osl-2.0,spdx/OSL-2.0
spdx/osl-2.1,spdx/OSL-2.0
spdx/osl-3.0,spdx/AFL-3.0
spdx/pddl-1.0,spdx/PDDL-1.0
spdx/php-3.0,spdx/PHP-3.0
spdx/php-3.01,spdx/PHP-3.0
spdx/plexus,spdx/Plexus
spdx/postgresql,spdx/PostgreSQL
spdx/ps-or-pdf-font-exception-20170817,spdx/PS-or-PDF-font-exception-20170817
spdx/psfrag,spdx/psfrag
spdx/psutils,spdx/psutils
spdx/python-2.0,spdx/Python-2.0
spdx/qhull,spdx/Qhull
spdx/qpl-1.0,spdx/QPL-1.0
spdx/qt-gpl-exception-1.0,spdx/Qt-GPL-exception-1.0
spdx/qt-lgpl-exception-1.1,spdx/Nokia-Qt-exception-1.1
spdx/qwt-exception-1.0,spdx/Qwt-exception-1.0
spdx/rdisc,spdx/Rdisc
spdx/rhecos-1.1,spdx/RHeCos-1.1
spdx/rpl-1.1,spdx/RPL-1.1
spdx/rpl-1.5,spdx/RPL-1.5
spdx/rpsl-1.0,spdx/RPSL-1.0
spdx/rsa-md,spdx/RSA-MD
spdx/rscpl,spdx/RSCPL
spdx/ruby,spdx/Ruby
spdx/sax-pd,spdx/SAX-PD
spdx/saxpath,spdx/Saxpath
spdx/scea,spdx/SCEA
spdx/sendmail,spdx/Sendmail
spdx/sendmail-8.23,spdx/Sendmail-8.23
spdx/sgi-b-1.0,spdx/SGI-B-1.0
spdx/sgi-b-1.1,spdx/SGI-B-1.1
spdx/sgi-b-2.0,spdx/SGI-B-2.0
spdx/simpl-2.0,spdx/SimPL-2.0
spdx/sissl,spdx/SISSL-1.1
spdx/sissl-1.2,spdx/SISSL-1.2
spdx/sleepycat,spdx/Sleepycat
spdx/smlnj,spdx/SMLNJ
spdx/smppl,spdx/SMPPL
spdx/snia,spdx/SNIA
spdx/spencer-86,spdx/Spencer-86
spdx/spencer-94,spdx/Spencer-94
spdx/spencer-99,spdx/Spencer-99
spdx/spl-1.0,spdx/SPL-1.0
spdx/standardml-nj,spdx/SMLNJ
spdx/sugarcrm-1.1.3,spdx/SugarCRM-1.1.3
spdx/swl,spdx/SWL
spdx/tcl,spdx/TCL
spdx/tcp-wrappers,spdx/TCP-wrappers
spdx/tmate,spdx/TMate
spdx/torque-1.1,spdx/TORQUE-1.1
spdx/tosl,spdx/TOSL
spdx/tu-berlin-1.0,spdx/TU-Berlin-1.0
spdx/tu-berlin-2.0,spdx/TU-Berlin-2.0
spdx/u-boot-exception-2.0,spdx/u-boot-exception-2.0
spdx/unicode-dfs-2015,spdx/Unicode-DFS-2015
spdx/unicode-dfs-2016,spdx/Unicode-DFS-2016
spdx/unicode-tou,spdx/Unicode-TOU
spdx/unlicense,spdx/Unlicense
spdx/upl,spdx/UPL-1.0
spdx/upl-1.0,spdx/UPL-1.0
spdx/vim,spdx/Vim
spdx/vostrom,spdx/VOSTROM
